Country,YearsCode,EdLevel,Employment,LanguageHaveWorkedWith,ConvertedCompYearly
Other,18.0,Master's,Full-time,4.0,54074.0
Netherlands,40.0,Master's,Full-time,7.0,116015.0
Australia,40.0,Bachelor's,Full-time,6.0,26004.0
Australia,10.0,Bachelor's,Full-time,,104015.0
India,10.0,Master's,Full-time,4.0,23248.0
Italy,15.0,Master's,Full-time,6.0,46406.0
Australia,45.0,Bachelor's,Full-time,8.0,97514.0
Spain,25.0,Bachelor's,Full-time,13.0,92812.0
Poland,25.0,Some college,Other,4.0,54580.0
Other,12.0,Some college,Full-time,7.0,60000.0
United States of America,25.0,Professional,Student,7.0,25000.0
United Kingdom of Great Britain and Northern Ireland,7.0,Some college,Full-time,5.0,67390.0
Other,14.0,Bachelor's,Full-time,11.0,70208.0
Other,35.0,Master's,Full-time,6.0,116015.0
Other,14.0,Bachelor's,Full-time,6.0,99215.0
United States of America,13.0,Bachelor's,Full-time,8.0,84000.0
Netherlands,4.0,Associate's,Full-time,8.0,31742.0
Other,15.0,High school,Full-time,12.0,104413.0
Other,10.0,Associate's,Full-time,12.0,23739.0
Australia,40.0,Master's,Full-time,1.0,32505.0
Netherlands,15.0,Bachelor's,Full-time,7.0,87011.0
Germany,20.0,Master's,Full-time,10.0,232029.0
Poland,32.0,Primary school,Full-time,,105066.0
Other,20.0,Some college,Full-time,12.0,48726.0
Other,10.0,Master's,Full-time,3.0,94807.0
United States of America,48.0,Some college,Full-time,4.0,45000.0
France,12.0,Bachelor's,Full-time,7.0,116015.0
Other,8.0,Bachelor's,Full-time,4.0,37616.0
United States of America,15.0,Bachelor's,Full-time,7.0,97000.0
Germany,23.0,High school,Full-time,6.0,98612.0
Other,15.0,Master's,Full-time,6.0,52000.0
Switzerland,17.0,Bachelor's,Full-time,7.0,105394.0
Other,16.0,Master's,Full-time,3.0,60847.0
France,20.0,Master's,Full-time,7.0,81210.0
Other,16.0,Bachelor's,Full-time,8.0,174682.0
Other,20.0,Bachelor's,Full-time,7.0,66128.0
France,15.0,Professional,Full-time,5.0,75410.0
Netherlands,11.0,Master's,Full-time,11.0,69609.0
United Kingdom of Great Britain and Northern Ireland,30.0,Bachelor's,Full-time,8.0,58541.0
Netherlands,31.0,Master's,Full-time,3.0,139218.0
Ukraine,12.0,Master's,Full-time,7.0,40263.0
United Kingdom of Great Britain and Northern Ireland,14.0,Master's,Full-time,2.0,57588.0
Australia,25.0,Master's,Full-time,,113116.0
Other,34.0,Master's,Full-time,4.0,89148.0
Spain,16.0,Some college,Full-time,6.0,110000.0
Other,9.0,Bachelor's,Full-time,4.0,68924.0
France,7.0,High school,Full-time,5.0,74249.0
Other,22.0,Bachelor's,Full-time,6.0,69609.0
Other,33.0,Master's,Full-time,6.0,209429.0
Other,30.0,Bachelor's,Full-time,3.0,201929.0
Germany,9.0,High school,Full-time,8.0,81210.0
Germany,25.0,Master's,Full-time,5.0,116015.0
United Kingdom of Great Britain and Northern Ireland,25.0,Master's,Full-time,7.0,204212.0
Other,14.0,Bachelor's,Full-time,7.0,68333.0
Poland,31.0,Bachelor's,Full-time,3.0,136450.0
United Kingdom of Great Britain and Northern Ireland,10.0,Bachelor's,Full-time,4.0,54457.0
Other,20.0,Bachelor's,Full-time,10.0,46331.0
United Kingdom of Great Britain and Northern Ireland,11.0,Bachelor's,Full-time,7.0,50042.0
Germany,10.0,Bachelor's,Full-time,,52207.0
Other,15.0,Bachelor's,Full-time,8.0,110000.0
India,12.0,Bachelor's,Full-time,10.0,34872.0
Other,9.0,Some college,Full-time,,128672.0
United Kingdom of Great Britain and Northern Ireland,9.0,Bachelor's,Full-time,5.0,84408.0
Germany,23.0,Master's,Full-time,7.0,104413.0
Italy,16.0,Master's,Full-time,7.0,46406.0
United Kingdom of Great Britain and Northern Ireland,12.0,Master's,Student,2.0,46164.0
Germany,37.0,Other,Full-time,4.0,92812.0
United States of America,27.0,Some college,Full-time,6.0,350000.0
India,13.0,Master's,Full-time,,51145.0
United Kingdom of Great Britain and Northern Ireland,22.0,Bachelor's,Full-time,5.0,122527.0
Other,4.0,Master's,Full-time,5.0,12000.0
France,6.0,Master's,Full-time,8.0,41765.0
Other,7.0,High school,Full-time,7.0,44086.0
Other,25.0,Some college,Full-time,4.0,94389.0
Brazil,34.0,Master's,Full-time,6.0,58980.0
Netherlands,43.0,Master's,Full-time,6.0,93972.0
Germany,7.0,Master's,Full-time,6.0,75410.0
Other,8.0,Master's,Full-time,3.0,51486.0
Other,12.0,Master's,Full-time,8.0,160000.0
Germany,13.0,Master's,Full-time,,93044.0
Spain,11.0,Master's,Full-time,12.0,145018.0
United States of America,35.0,Bachelor's,Full-time,7.0,226000.0
Other,19.0,Master's,Full-time,5.0,76550.0
Germany,25.0,Some college,Full-time,8.0,92812.0
Other,17.0,High school,Full-time,2.0,36768.0
Germany,11.0,Bachelor's,Full-time,7.0,64968.0
France,5.0,Master's,Full-time,,24363.0
Other,25.0,Bachelor's,Full-time,5.0,180015.0
Germany,39.0,Some college,Full-time,8.0,81210.0
France,20.0,Professional,Full-time,2.0,118335.0
United Kingdom of Great Britain and Northern Ireland,44.0,Professional,Full-time,4.0,70794.0
United States of America,8.0,Bachelor's,Full-time,4.0,300000.0
France,50.0,Professional,Full-time,4.0,232029.0
Netherlands,3.0,Professional,Full-time,4.0,58007.0
Ukraine,17.0,Master's,Full-time,2.0,46614.0
Sweden,22.0,Bachelor's,Full-time,6.0,99371.0
Ukraine,13.0,Master's,Full-time,10.0,80000.0
Other,20.0,Some college,Full-time,6.0,92812.0
United States of America,3.0,Bachelor's,Full-time,2.0,40000.0
Ukraine,5.0,Master's,Full-time,2.0,11983.0
Other,9.0,Some college,Full-time,4.0,81183.0
United States of America,25.0,Bachelor's,Full-time,4.0,200000.0
United States of America,12.0,Master's,Full-time,6.0,165000.0
Australia,7.0,Bachelor's,Full-time,,10000.0
Spain,3.0,Other,Full-time,7.0,23203.0
Brazil,10.0,Some college,Full-time,2.0,34496.0
United States of America,30.0,Bachelor's,Full-time,5.0,210000.0
Other,17.0,Master's,Full-time,3.0,92812.0
Poland,12.0,Master's,Full-time,4.0,99608.0
Other,32.0,Master's,Full-time,5.0,139218.0
Brazil,10.0,Master's,Full-time,,14563.0
Other,20.0,Some college,Full-time,,70000.0
Other,6.0,Professional,Full-time,,278435.0
Other,15.0,Master's,Full-time,,46439.0
Germany,28.0,Professional,Full-time,7.0,97452.0
United Kingdom of Great Britain and Northern Ireland,28.0,Professional,Full-time,5.0,127973.0
Other,1.0,High school,Full-time,4.0,100000.0
Brazil,35.0,Professional,Full-time,7.0,10922.0
United Kingdom of Great Britain and Northern Ireland,27.0,Bachelor's,Full-time,,129334.0
Other,15.0,Bachelor's,Full-time,9.0,46266.0
Other,15.0,Professional,Full-time,3.0,50894.0
France,17.0,Master's,Full-time,3.0,52207.0
Germany,9.0,Bachelor's,Full-time,,98612.0
France,10.0,Some college,Full-time,5.0,69609.0
Germany,11.0,High school,Full-time,4.0,52903.0
Other,25.0,Bachelor's,Full-time,6.0,30424.0
Poland,14.0,Bachelor's,Full-time,12.0,78595.0
Italy,14.0,Bachelor's,Full-time,,52207.0
Other,8.0,Master's,Full-time,3.0,46806.0
Canada,25.0,Bachelor's,Full-time,6.0,240763.0
United States of America,28.0,Some college,Full-time,,185000.0
Other,10.0,Bachelor's,Full-time,14.0,140000.0
India,7.0,Bachelor's,Full-time,3.0,20923.0
Germany,15.0,Master's,Full-time,12.0,127616.0
United States of America,30.0,Bachelor's,Full-time,,500000.0
Other,11.0,Master's,Full-time,8.0,97230.0
Other,30.0,Bachelor's,Full-time,8.0,93611.0
United Kingdom of Great Britain and Northern Ireland,30.0,Bachelor's,Full-time,2.0,68071.0
Ukraine,14.0,Bachelor's,Full-time,9.0,43139.0
United Kingdom of Great Britain and Northern Ireland,15.0,Professional,Full-time,2.0,117082.0
United States of America,34.0,Bachelor's,Full-time,6.0,180000.0
Other,7.0,Master's,Full-time,,37125.0
Other,23.0,Professional,Full-time,,162421.0
Other,15.0,Some college,Full-time,5.0,59534.0
India,12.0,Bachelor's,Full-time,3.0,39521.0
Other,20.0,Master's,Full-time,,48726.0
India,4.0,Bachelor's,Full-time,4.0,11624.0
Other,1.0,Some college,Full-time,,13929.0
Other,30.0,Associate's,Full-time,5.0,37125.0
Other,16.0,Some college,Full-time,,102972.0
Germany,21.0,Bachelor's,Full-time,7.0,104413.0
India,10.0,Bachelor's,Full-time,,16274.0
United States of America,25.0,Professional,Full-time,3.0,200000.0
United Kingdom of Great Britain and Northern Ireland,15.0,Bachelor's,Full-time,3.0,108913.0
Netherlands,25.0,Bachelor's,Full-time,4.0,81210.0
United States of America,2.0,Associate's,Student,5.0,85000.0
France,17.0,Professional,Full-time,3.0,65490.0
United States of America,10.0,Bachelor's,Full-time,,93000.0
Poland,34.0,Master's,Full-time,,108068.0
United States of America,7.0,Bachelor's,Full-time,6.0,100000.0
Other,8.0,Some college,Student,14.0,11233.0
Germany,15.0,Bachelor's,Full-time,,127616.0
Other,6.0,Bachelor's,Full-time,,25523.0
Other,15.0,Professional,Full-time,,81210.0
Canada,20.0,Bachelor's,Full-time,,99953.0
Canada,5.0,Bachelor's,Full-time,12.0,70574.0
India,20.0,Master's,Full-time,5.0,58120.0
United States of America,14.0,Professional,Full-time,7.0,230000.0
Other,10.0,High school,Full-time,5.0,69400.0
Ukraine,10.0,Master's,Full-time,,65780.0
Other,18.0,Bachelor's,Full-time,12.0,44052.0
Spain,9.0,Professional,Full-time,,52207.0
Other,15.0,Master's,Full-time,,16700.0
United States of America,42.0,Professional,Full-time,9.0,300000.0
Other,6.0,Master's,Full-time,5.0,73000.0
Germany,36.0,Master's,Full-time,5.0,98612.0
Other,13.0,Bachelor's,Full-time,2.0,51536.0
United Kingdom of Great Britain and Northern Ireland,12.0,Master's,Full-time,7.0,136141.0
Netherlands,38.0,Master's,Full-time,,104413.0
United States of America,25.0,Bachelor's,Full-time,,350000.0
Italy,8.0,Master's,Student,,23203.0
Other,24.0,Associate's,Full-time,8.0,67400.0
France,27.0,Master's,Full-time,1.0,75410.0
United States of America,30.0,Some college,Full-time,,260000.0
United Kingdom of Great Britain and Northern Ireland,42.0,Bachelor's,Full-time,4.0,156563.0
Italy,8.0,Bachelor's,Full-time,,52207.0
Sweden,18.0,Bachelor's,Student,,20964.0
Netherlands,20.0,High school,Full-time,,127616.0
Other,23.0,Master's,Full-time,,92812.0
Brazil,10.0,Master's,Full-time,4.0,15291.0
Canada,6.0,Bachelor's,Full-time,,80254.0
Germany,11.0,Master's,Full-time,3.0,107894.0
Other,15.0,Bachelor's,Full-time,,92518.0
Germany,25.0,Some college,Full-time,7.0,104413.0
Other,26.0,Some college,Full-time,3.0,151487.0
Spain,20.0,Bachelor's,Full-time,,116015.0
United Kingdom of Great Britain and Northern Ireland,30.0,Bachelor's,Full-time,18.0,197405.0
Germany,12.0,Master's,Full-time,2.0,110214.0
Spain,35.0,Master's,Full-time,7.0,40605.0
Canada,6.0,Bachelor's,Full-time,4.0,49976.0
United Kingdom of Great Britain and Northern Ireland,24.0,Bachelor's,Full-time,7.0,60496.0
Other,25.0,Bachelor's,Full-time,10.0,68431.0
Ukraine,6.0,Bachelor's,Full-time,,12971.0
Other,21.0,Some college,Full-time,4.0,74889.0
Other,7.0,Master's,Full-time,8.0,41355.0
United States of America,27.0,Bachelor's,Full-time,7.0,210000.0
Other,4.0,Some college,Full-time,6.0,13929.0
Canada,22.0,Bachelor's,Full-time,11.0,72958.0
United States of America,16.0,Bachelor's,Full-time,,160000.0
United States of America,4.0,Some college,Full-time,5.0,160000.0
United States of America,26.0,Associate's,Full-time,10.0,120000.0
India,20.0,Bachelor's,Full-time,3.0,27898.0
Sweden,17.0,Some college,Full-time,,57610.0
United States of America,15.0,Master's,Full-time,13.0,150000.0
Canada,14.0,Bachelor's,Full-time,6.0,118193.0
Spain,9.0,Master's,Full-time,2.0,26335.0
India,10.0,Bachelor's,Full-time,12.0,19180.0
Germany,18.0,Master's,Full-time,,121815.0
Other,15.0,Master's,Full-time,5.0,48247.0
United States of America,38.0,Master's,Full-time,6.0,170000.0
United States of America,33.0,Bachelor's,Full-time,5.0,150000.0
Other,13.0,Master's,Full-time,,60000.0
Other,20.0,Bachelor's,Full-time,6.0,131598.0
Italy,15.0,Some college,Full-time,3.0,46406.0
Germany,12.0,Some college,Full-time,9.0,69609.0
Sweden,18.0,Bachelor's,Full-time,3.0,84277.0
Other,10.0,Some college,Full-time,7.0,137659.0
United States of America,10.0,Some college,Full-time,18.0,30000.0
Germany,25.0,Master's,Full-time,4.0,120655.0
Other,12.0,Bachelor's,Full-time,,149778.0
Other,12.0,Bachelor's,Full-time,4.0,108864.0
Other,,Bachelor's,Full-time,2.0,45746.0
Brazil,33.0,Bachelor's,Full-time,,25485.0
Other,12.0,Bachelor's,Full-time,7.0,85851.0
United States of America,30.0,Bachelor's,Full-time,,165000.0
Switzerland,7.0,Professional,Full-time,,49597.0
Sweden,13.0,Master's,Full-time,8.0,64570.0
United States of America,4.0,Some college,Full-time,5.0,65000.0
Sweden,38.0,Some college,Full-time,,71279.0
Canada,8.0,Master's,Full-time,4.0,164156.0
Other,8.0,Bachelor's,Full-time,,33434.0
Canada,37.0,High school,Full-time,13.0,452342.0
Other,15.0,Associate's,Full-time,,37125.0
France,15.0,Master's,Full-time,,60328.0
United Kingdom of Great Britain and Northern Ireland,10.0,Master's,Full-time,1.0,163370.0
Ukraine,13.0,Master's,Full-time,,190000.0
Spain,40.0,Bachelor's,Full-time,7.0,63808.0
United States of America,35.0,Associate's,Full-time,12.0,220000.0
Germany,7.0,Master's,Full-time,4.0,55687.0
Germany,17.0,Bachelor's,Full-time,,104413.0
Other,13.0,Bachelor's,Full-time,9.0,58007.0
Spain,12.0,Bachelor's,Full-time,4.0,110214.0
India,9.0,Bachelor's,Full-time,3.0,38359.0
United Kingdom of Great Britain and Northern Ireland,8.0,Bachelor's,Full-time,,95299.0
Spain,8.0,Bachelor's,Full-time,9.0,27844.0
United States of America,13.0,Bachelor's,Full-time,3.0,300000.0
United States of America,23.0,Bachelor's,Full-time,10.0,173000.0
Italy,22.0,Master's,Full-time,7.0,58007.0
United Kingdom of Great Britain and Northern Ireland,20.0,Master's,Full-time,3.0,105580.0
Sweden,20.0,Master's,Full-time,3.0,56604.0
Other,18.0,Professional,Full-time,7.0,92812.0
Netherlands,11.0,Bachelor's,Full-time,8.0,72393.0
Other,20.0,Master's,Full-time,1.0,185623.0
Other,6.0,Bachelor's,Full-time,6.0,11964.0
United States of America,22.0,Bachelor's,Full-time,6.0,325000.0
Germany,30.0,Master's,Full-time,,125296.0
United States of America,20.0,Bachelor's,Full-time,7.0,203000.0
United States of America,15.0,Bachelor's,Full-time,6.0,85000.0
Germany,20.0,Master's,Full-time,6.0,162421.0
United Kingdom of Great Britain and Northern Ireland,26.0,Bachelor's,Full-time,7.0,95299.0
Canada,45.0,Professional,Full-time,,102142.0
United States of America,15.0,Bachelor's,Full-time,5.0,85000.0
France,16.0,Master's,Full-time,3.0,58742.0
United States of America,25.0,Bachelor's,Full-time,6.0,300000.0
Other,45.0,High school,Full-time,2.0,400000.0
Ukraine,5.0,Bachelor's,Full-time,,11983.0
Netherlands,,Master's,Full-time,7.0,208826.0
Other,22.0,Master's,Full-time,,110214.0
Other,20.0,Master's,Full-time,,163297.0
United States of America,25.0,Some college,Full-time,,200000.0
Sweden,32.0,Associate's,Full-time,2.0,62893.0
United States of America,8.0,Bachelor's,Full-time,4.0,240000.0
France,25.0,Master's,Other,14.0,32484.0
Other,10.0,Master's,Full-time,5.0,64592.0
Netherlands,7.0,Master's,Full-time,15.0,75410.0
Other,16.0,High school,Full-time,,108710.0
Poland,22.0,Master's,Full-time,8.0,58946.0
United States of America,50.0,Bachelor's,Full-time,2.0,180000.0
Other,6.0,Bachelor's,Full-time,16.0,87011.0
United States of America,15.0,Bachelor's,Full-time,7.0,250000.0
United States of America,21.0,Bachelor's,Full-time,6.0,170000.0
Other,30.0,Some college,Full-time,12.0,45103.0
Switzerland,15.0,Master's,Full-time,10.0,99194.0
United States of America,2.0,Some college,Full-time,4.0,90000.0
Poland,12.0,Some college,Student,12.0,22924.0
Germany,20.0,Master's,Full-time,5.0,92812.0
Poland,5.0,High school,Student,11.0,19103.0
Italy,39.0,Master's,Full-time,6.0,127616.0
Brazil,14.0,Associate's,Full-time,,72815.0
Other,27.0,Master's,Full-time,2.0,174022.0
Germany,12.0,Bachelor's,Full-time,3.0,87011.0
Germany,9.0,Other,Full-time,5.0,69609.0
United States of America,5.0,High school,Student,10.0,120000.0
United States of America,15.0,Some college,Full-time,9.0,124000.0
Germany,23.0,Master's,Full-time,12.0,60328.0
Poland,5.0,Bachelor's,Full-time,7.0,17738.0
United States of America,30.0,Bachelor's,Full-time,,130000.0
United States of America,22.0,Master's,Full-time,5.0,360000.0
Poland,5.0,Bachelor's,Full-time,2.0,16374.0
Germany,6.0,Master's,Full-time,2.0,87011.0
United States of America,30.0,Bachelor's,Full-time,8.0,335000.0
Other,5.0,Bachelor's,Full-time,3.0,41340.0
United States of America,43.0,Bachelor's,Full-time,9.0,190000.0
United States of America,10.0,High school,Full-time,19.0,60000.0
Other,28.0,Master's,Full-time,4.0,93611.0
United States of America,12.0,Master's,Full-time,3.0,150000.0
Spain,3.0,Some college,Full-time,1.0,32484.0
Poland,5.0,Bachelor's,Full-time,7.0,29473.0
Poland,19.0,Master's,Full-time,7.0,75000.0
United Kingdom of Great Britain and Northern Ireland,40.0,Bachelor's,Full-time,4.0,136141.0
Germany,42.0,Master's,Full-time,6.0,75410.0
Ukraine,12.0,Bachelor's,Full-time,3.0,30317.0
United Kingdom of Great Britain and Northern Ireland,30.0,Other,Full-time,4.0,108913.0
Other,12.0,Master's,Full-time,6.0,69841.0
United Kingdom of Great Britain and Northern Ireland,30.0,Master's,Full-time,8.0,104829.0
Ukraine,5.0,Bachelor's,Full-time,2.0,14380.0
United States of America,25.0,Master's,Full-time,6.0,210000.0
Brazil,15.0,Bachelor's,Full-time,6.0,54000.0
Other,15.0,Master's,Full-time,9.0,128776.0
United Kingdom of Great Britain and Northern Ireland,15.0,High school,Full-time,6.0,68071.0
Sweden,31.0,Bachelor's,Full-time,5.0,76520.0
United States of America,15.0,Bachelor's,Full-time,5.0,240000.0
United States of America,3.0,Bachelor's,Full-time,5.0,94000.0
France,30.0,Master's,Full-time,8.0,75410.0
India,7.0,Bachelor's,Full-time,7.0,13949.0
Germany,12.0,Master's,Student,,41765.0
United States of America,6.0,Some college,Full-time,6.0,125000.0
United States of America,11.0,Master's,Full-time,4.0,111000.0
United States of America,45.0,Master's,Full-time,5.0,160000.0
United States of America,17.0,Bachelor's,Full-time,7.0,105000.0
Other,5.0,Some college,Full-time,5.0,90000.0
Netherlands,20.0,Bachelor's,Full-time,8.0,88171.0
Germany,8.0,High school,Full-time,7.0,61488.0
United States of America,31.0,Bachelor's,Full-time,3.0,240000.0
Other,6.0,Some college,Full-time,7.0,32100.0
France,22.0,Associate's,Full-time,6.0,40867.0
Germany,35.0,Some college,Full-time,7.0,94552.0
Other,5.0,Bachelor's,Full-time,10.0,13531.0
Sweden,20.0,Professional,Full-time,5.0,47170.0
United States of America,6.0,Associate's,Full-time,6.0,118000.0
United Kingdom of Great Britain and Northern Ireland,40.0,Bachelor's,Full-time,,74878.0
United States of America,30.0,Professional,Full-time,4.0,50000.0
